f08924a4 AbilityHaste
def080bd mConsideredAsAutoAttack
0773669d mConstants
ec79d6f6 mContainedRegions
50813848 mContentId
827badde mContentTypeAllowedSettings
f4165ecb mContext
93b1c6d7 mContextListLink
f7371ba8 mContexts
d8f64a0d mContextualActionData
a801a158 mControlPoint1
ab01a611 mControlPoint2
c6a8b1d0 mCoolDownTime
5192c999 mCooldown
707b8a7f mCooldownExtendedByAmbientGoldStart
ab245046 mCooldownNotAffectedByCdr
92ec12c7 mCooldownQueueThreshold
cb861ef8 mCooldownShowDisabledDuration
48b2b819 mCoreItems
07ba1a3d mCost
bae514d4 mCostAlwaysShownInUi
00643157 mCount
87444638 mCountdownTimer
4cdbf15a mCounterClockwise
14f998ea mCritBonusArmorPenPercent
079e96f5 mCritGlobalDamageMultiplier
62c60ac9 mCritTotalArmorPenPercent
ddf28089 mCupId
1fd45758 mCurrentPercentHealth
3f3ebc75 mCurrentPercentPar
bef40586 mCursorChangesInGrass
1565f5bd mCursorChangesInTerrain
e4928fe4 mCursorConfig
f54e5965 mCursorConfigUpdate
79fabd67 mCustomDuration
16877df3 mCustomIcons
6f2107fb mCustomMinimapBackgrounds
edbd6c35 mCustomTargeterDefinitions
405be548 mCustomTimer
ee88201d mCutoff
16b3c595 mDamageAmount
319762fe mDamageDisplayTypes
45e06993 mDamageEvent
bf1caf91 mDamageType
0b58883e mDamping
faf26cff mDampingValue
7e0dca60 mData
5402605d mDataId
b386dcf1 mDataValue
1f4d20a6 mDataValues
990ee365 mDeathChaosColor
fa19005e mDeathEnemyTeamColor
5de6f653 mDeathFriendlyTeamColor
0f001465 mDeathOrderColor
900917c0 mDeathRecapBasePriorityFactorPerLevel
97528e49 mDeathRecapDescription
a9797f03 mDeathRecapExtensionTimeWindow
a65286c8 mDeathRecapMaxDisplayTime
3eb1bcee mDeathRecapMinDisplayTime
c77ee8fa mDeathRecapMinimumTimeWindow
17982f46 mDeathRecapName
04eb0d69 mDeathRecapPriority
457cdc0d mDeathRecapTransitionIn
a7672276 mDeathRecapTransitionOut
bf714db8 mDeathTimes
060df300 mDebugDrawEmblems
0fb41153 mDebugPing
e9aa032f mDecelerationTimeKeyboard
dacae7b9 mDecelerationTimeMouse
ec12a9d5 mDefault
8a044452 mDefaultBadgeIds
011436b4 mDefaultGameCalculation
50271332 mDefaultMaskName
86a1120a mDefaultPageLocalizationKey
4f3f0590 mDefaultPerksWhenSplashed
1064f3f9 mDefaultPriority
f792d796 mDefaultQuality
2caa347b mDefaultSetData
5d6eb9c2 mDefaultSpellCalculation
ae686ed6 mDefaultSplash
e5657a6c mDefaultStatOverrides
fe66e5ff mDefaultTextureName
b8890051 mDefaultTftCompanion
f2d519d1 mDefaultTooltipTra
b9b6eb7a mDefaultValue
2ed0ec97 mDefaultVfxData
e5de5d7b mDefeatTransitionIn
bbc29f92 mDefenseModifiers
35e84f37 mDelay
1a96c224 mDelayOff
dec90f12 mDelayOn
cc421c26 mDelayTime
f06f70bd mDeltaBuffCurrencyCost
48e295f2 mDeltaBuffCurrencyCostPercent
a7a12801 mDeltaGoldCost
b571bf6e mDeltaGoldCostPercent
b66896f1 mDeltaMaxStacks
063fa507 mDeltaRequiredLevel
f1f20d72 mDescription
765f18da mDescriptionNameTra
0a188a4f mDescriptionToAppend
1e7f30f5 mDescriptionToPrepend
07f7c001 mDescriptionToReplace
bc4f18b3 mDescriptionTra
719623aa mDescriptionTraKey
799231b9 mDescriptor
8d34a2de mDetails
70d05459 mDifficulty
708696b4 mDisableCastBar
4c07a548 mDisableChannelBar
570df080 mDisabled
95f1b682 mDisabledDescriptionOverride
3c916c06 mDisplay
5a2297d3 mDisplayAsPercent
37a83601 mDisplayFlags
5277f925 mDisplayLimit
74d44065 mDisplayName
b7161590 mDisplayNameIcon
2da3f8bf mDisplayNameLocalizationKey
bfa4ce04 mDisplayNameToAppend
863b75c4 mDisplayNameToPrepend
7c46445c mDisplayNameToReplace
c3143d66 mDisplayNameTra
d3657507 mDisplaySize
cf491eb4 mDisplayStatLocalizationKey
ffe4ee76 mDisplayType
aab0a793 mDistance
76240240 mDistanceOffset
2c3b0b36 mDistanceTarget
5adabe6b mDistanceType
924badf3 mDivision
3f7c5bb3 mDoNotNeedToFaceTarget
a4cd4aa5 mDoesNotConsumeCooldown
8a26f0ab mDoesNotConsumeMana
10fc84aa mDoesntBreakChannels
a6ca1c1e mDownscale
3a2fa1eb mDraft
4b1f0de0 mDraftArrival
5c191701 mDraftDeparture
330d73aa mDrag
b95f0ec8 mDragBlendTime
b40ed25a mDragData
157a2d52 mDragMomentumDecay
74f279b1 mDragMomentumRecencyWeight
6f73e003 mDragOvershootDuration
65dbd1c8 mDragOvershootHeight
086ac642 mDragPickupDuration
4c0075e5 mDragPickupHeight
4a19514f mDragReleaseDuration
52aaf6e0 mDragScale
031fa8db mDragSoundEvent
3e2f4733 mDraggable
12c167fa mDragonBaseNames
09650811 mDragonUi
85045366 mDriver
7aceca0f mDrivers
472c1530 mDropNumber
bae1d341 mDropRatesByLevel
330a049d mDropRatesByTier
64481cbc mDropSoundEvent
7d434dbd mDropType
85f7d4c8 mDuration
4703c898 mDurationCombat
7306718d mDurationCombatArrival
44b4dbf4 mDurationCombatDeparture
4eb5061b mDurationDraft
5e05d450 mDurationDraftArrival
57840371 mDurationDraftDeparture
8208140d mDurationInGame
5b59fb29 mDurationPlanning
3517b00e mDurationPlanningArrival
25712e43 mDurationPlanningDeparture
062bb8f5 mDurationSeconds
612085e9 mDynamic
2ea2820c mDynamicExtended
9a5a3a84 mDynamicTooltip
ee900fd3 mDynamicTooltipText
753c4459 mDynamicTooltipToAppend
5e595217 mDynamicTooltipToPrepend
5d4fb32b mDynamicTooltipToReplace
3c00985c mEarlyLevelOverrides
16542c30 mEducationToolData
e30545e9 mEffect
251a5225 mEffectAmount
90b03cc0 mEffectAmountGameMode
98be1607 mEffectAmountPerMode
fbe9fe52 mEffectByLevelAmount
93cd9fd4 mEffectColor0
94cda167 mEffectColor1
70e4e6b0 mEffectCreateFlags
c242bdef mEffectFile
8afb1a5f mEffectIndex
f6386280 mEffectKey
5a3dd1c2 mEffectName
3a59b60d mEffectParams0
ab9c3d8b mEffectsQuality
74f081a9 mElementAlphaDefault
084c8e1d mElementAlphaSelected
8709cda6 mElementAlphaUnselected
792ef523 mElementName
37ace1cc mElementSpacer
ab851fd5 mElementalSelectionAnimationData
72ff2529 mElements
5df7536e mEmblemData
b19d6a33 mEmblemId
b698fb27 mEmblems
0ecabde7 mEmoteFloatEnabled
2bbef68d mEmoteId
34462452 mEmotePopupData
7ffe8001 mEmotePopupDisplayTime
d8f8229d mEmotePopupTransitionIntro
6ebc227c mEmotePopupTransitionOutro
8f089899 mEmotes
6dde0c8d mEmpoweredArrivalFile
51a1363d mEmpoweredEffectFile
07e32fff mEnableAnnouncerVoReplacement
248550a3 mEnableChatRecommendations
81cab886 mEnableChatVo
ae955cbd mEnableExtendedTooltip
9f40a409 mEnableLookAt
329281df mEnableOuterGlow
49da00a9 mEnabled
f7dc3824 mEnchantmentEffectAmount
24b9ff65 mEnchantmentIds
1de60476 mEnchantments
1f787f13 mEncounterUi
a394305b mEncounterUiData
09b5e033 mEndAlpha
b86cde30 mEndColor
b725173e mEndFrame
8edfa835 mEndLocator
c2b9f202 mEndOfGameData
f5172483 mEndOfGameStatDescriptions
e370e74f mEndOnly
b2f24398 mEndPositionLocator
81e72ec2 mEndPositionType
f6e988fc mEndTick
1cd7e522 mEndValue
3c4a4a75 mEndingJoint
96dbc896 mEndingJointName
1add0fa5 mEnemyChatColor
267a3ffb mEnemyColor
860a92df mEnemyDeaths
98df0fb4 mEnemyEffectKey
415965e7 mEnemyEventName
cb2e7de6 mEnemyFacingDetectionRange
c4d422b4 mEnemyLaneMinionBarColor
63e10492 mEnemyParams
93956b93 mEngineToggles
b1a9ed4a mEnvironmentQuality
938f408a mEquipAnimation
8ef72a50 mEventDataList
f598463e mEventDataMap
47cec309 mEventFrameList
6dcdec88 mEventList
0350618b mEventNameHashList
8050063c mEventResourceData
57a1fc9c mEvolutionColor
92a6c39d mExcludedUnitTags
42f8ecb5 mExpandedMutator
fde22db7 mExperienceCurveData
a1117109 mExperienceGrantedForKillPerLevel
644554e0 mExperienceModData
bba38682 mExperienceRequiredPerLevel
0f10dce5 mExtension
7231ce56 mEyeCandy
8bee92ac mFaceTarget
946f6dff mFacingOption
c9b9d398 mFadeBehavior
6c79a091 mFadeColor
d8f5e671 mFadeSpeed
a3be6eb4 mFadeTimeEnd
64d924e8 mFadeTimeEndAlpha
416ed34d mFadeTimeStart
05c49b23 mFadeTimeStartAlpha
79e38439 mFading
00297212 mFallbackCharacterName
9ba9c7f3 mFallbackDirection
f48e3498 mFalseClipId
24af5ac1 mFalseConditionClipName
613a908a mFalseSequence
c364cc96 mFeature
3e06fd2b mFeatureId
bee67b04 mFeedbackChatColor
523c7f0c mFillColor
ee3c0711 mFinishBehavior
a18eb198 mFireIfAnimationEndsEarly
22a51156 mFirstBlood
8d80922b mFlags
fcd0d65e mFlashDuration
b594d102 mFlatArmorMod
55ac5d95 mFlatArmorPenetrationMod
8487c6e8 mFlatAttackRangeMod
70e98439 mFlatBubbleRadiusMod
47d55ebb mFlatCastRangeMod
16e1af06 mFlatCooldownMod
bc050325 mFlatCritChanceMod
d1d0922a mFlatCritDamageMod
b968bfd2 mFlatDodgeMod
4bae460b mFlatGoldPer10Mod
06d997bb mFlatHpPoolMod
014811c0 mFlatHpRegenMod
288a964d mFlatMagicDamageMod
ec1482d9 mFlatMagicPenetrationMod
56d33faf mFlatMagicReduction
c71a3d91 mFlatMissChanceMod
1bbe94ff mFlatMovementSpeedMod
4e7a81cd mFlatPhysicalDamageMod
7cc32b2f mFlatPhysicalReduction
b9f972a0 mFlatSpellBlockMod
46bcba8a mFlexId
d4081311 mFlexValueId
eee395d1 mFlipX
ede3943e mFlipY
f2e9292b mFloatValue
1a2c7c10 mFloatVarsDecimals
6f4b990e mFloatingTextDisplayName
6df9c595 mFloatingTextOverride
ba715832 mFloatingTextTypes
cc3d10ce mFloor
8466a4a9 mFontDescription
8764b624 mFontFilePath
2e97ceab mForceLoad
8508be93 mForceOverride
1563794b mForcePingable
7cb6e8bd mFormName
57b8b11b mFormat
e7b832f2 mFormula
50f145c0 mFormulaParts
d49f3ed1 mFowTeam
7ea94c85 mFrame
1df36b7b mFrameCap
312c8ca6 mFrequency
b9406ead mFrictionMultiplier
d614c26c mFriendlyChatColor
d5c7c886 mFriendlyColor
fe0f0ccb mFriendlyLaneMinionBarColor
89bb4c48 mFromAnimId
663eb02a mFromAnyone
b9e1c243 mFromAttacker
8763f23f mFromOwner
c4f41d79 mFullscreen
1cda45ec mFxAa
27c03215 mGameComponentList
fbfefcf1 mGameMode
34c9a66e mGameModeConstants
b1feca56 mGameModeConstantsGroups
3fb3b482 mGameModeContentList
dc6e7daa mGameModeName
346780a6 mGameModes
0d1ffdb0 mGameMutator
12dbe4bb mGameScoreboardTransitionData
75d17289 mGameTimeInMinutes
dd463d32 mGameplayConfig
05bef2e9 mGameplayToggles
5dbd6263 mGdsObjectPathTemplates
639b0013 mGearData
fcbce201 mGearIndex
c8215e27 mGearSelectionData
270fd712 mGearSelectionTransitionIntro
58edc087 mGearSelectionTransitionOutro
cb522723 mGearSkinUpgrades
bece4142 mGemId
0a9bf12d mGiveMaxLevel
543250da mGlobalCooldown
0157e9e8 mGoTransparent
55f33cce mGold
a79d4f72 mGoldAmount
f5b6d107 mGoldChatColor
c36f01bd mGoldRewardAmount
d8341879 mGradientDirection
bac3a0fa mGrassTintTexture
dcabad81 mGrassTintTextureName
1a7cd306 mGravity
345bc216 mGroupId
2012eb40 mGroupName
dc844b78 mGroups
0653b97c mHasSmallImage
b03e913a mHashedAnimationName
9d3b489d mHashedSituationTrigger
620fd625 mHaveHitBone
b617479a mHaveHitEffect
2c1d6d5d mHeader
75c41087 mHeaderLocalizationKey
22d53fd7 mHealthBar
1df2899d mHealthBarBreakpoints
29d0f15f mHealthBarData
0f3ec0da mHealthMaxPenaltyBar
bd341e22 mHealthPerMegaTick
8a3a2f7a mHealthPerMicroTick
0f26abac mHealthPerTick
039da3ed mHealthText
f7f6b610 mHeightOffset
6e6057fe mHiddenFromOpponents
665fb01d mHideCdOnPostSpellCast
62e224f3 mHideRangeIndicatorWhenCasting
aa6dabb3 mHideSubmeshHash
bb41a45b mHideSubmeshList
6d230e2b mHidefromAll
c6e4e7a5 mHidefromSpectator
0a33f18f mHighlightColor
0f66c380 mHighlightLeftTextureUvs
0b923603 mHighlightMidTextureUvs
da57d74b mHighlightOffset
a556c37b mHighlightRightTextureUvs
9f59e05d mHighlightedIndicatorColor
7675f624 mHitBoneName
7b9bef1b mHitEffectKey
c081dea7 mHitEffectName
239f6855 mHitEffectOrientType
3d9a9f68 mHitEffectPlayerKey
dfb7cd9a mHitEffectPlayerName
ee826aec mHitResult
8f8488e1 mHitTestPolygon
698c1a07 mHoldAnimationToHigher
36c34479 mHoldAnimationToLower
cbe24486 mHoldToDrag
e5e634a6 mHoldToHover
cbda6944 mHomeguardSkinUpgrades
04a78b88 mHorizontal
b20a8093 mHotSpot
bbe19802 mHotkey
3522f9e3 mHotkeys
392bdb3c mHoverDescription
180f1a00 mHoverNotUseableCursor
f4a2e4f3 mHovertipList
d95eb979 mHudScoreData
e723d68b mHudSpellSlotResetFeedbackData
84fd9809 mIcon
709556d9 mIconData
bacc2055 mIconDataMap
48144f19 mIconDataPriorityList
dcacc44e mIconDrawSize
10537b0c mIconFileName
008dde20 mIconKey
fecf09e2 mIconName
b0ec0f43 mIconNames
ba86fc76 mIconOffset
8bee2972 mIconPath
bcac92d4 mIconSettings
6819c638 mIconSize
57be823b mIconTextureName
793ad18f mIconTexturePath
d537080e mIcons
c38f3be5 mId
e52c4c65 mIdentityInstance
cbe7c0b2 mIgnoreAnimContinueUntilCastFrame
77740831 mIgnoreMaxGroupOwnable
3a7386e9 mIgnoreRangeCheck
fbc4a899 mIgnoreSpecificMaxGroupOwnable
f3ec91a5 mImage
9d87bffb mImageAsset
bebbcc16 mImagePath
ccde7443 mImageTexturePath
eed67cd5 mImgIconName
5d7d4fb0 mInStore
cf1d3b45 mInactiveDate
8ca5eda5 mIncrement
69e60474 mIndex
32728cce mIndividualScoreElementTypes
79f8c465 mInferDirectionFromFacingIfNeeded
57c662cb mInitialMana
82f1d787 mInitialSpeed
7eb127d5 mInitialTargetHeightOffset
e8053085 mInputBoxData
3fc5800d mInputChatColor
d0f83d74 mInputLocKeysWithDefaults
afe7ef44 mInputType
123ee2c6 mInteractionSizes
22dbbefe mInteractionTimes
e92e58d2 mInternalName
a6ed69ef mIntervalInPix
78fe6457 mInventoryFilters
d786d57e mInventorySlotMax
c99a472c mInventorySlotMin
31061454 mInventoryType
c5938975 mInvertResult
ae26f217 mIsAdvancedStyle
805ea36e mIsAlly
08e61e52 mIsColorBindedWithDistance
ccaef342 mIsDefaultPosition
22921e6e mIsDelayedByCastLocked
41f9b163 mIsDetachable
6737b34f mIsDisabledWhileDead
a465e2b9 mIsEnchantment
0ad15951 mIsFill
e2c38f96 mIsFloating
72a03ff8 mIsKillEvent
d91e32ee mIsLoop
4e8e0def mIsPlayerFacing
e62bf50d mIsPopular
488bfb2c mIsSelfOnly
a547a9ab mIsToggleCheat
f28d66f4 mIsUiAlwaysShown
9596a387 mIsUnique
a19787d5 mIsUsed
4c614d07 mItem
d3010493 mItemAdvice
5b0a81be mItemAdviceAttributes
57558bca mItemAttributes
0ac4f0d5 mItemCalculations
64562a9c mItemCalloutBodyColor
8dadecf5 mItemCalloutItemColor
e114db54 mItemCalloutPlayer
51c4b876 mItemCalloutSpectator
926105cf mItemCanBePurchased
a9a349e9 mItemDamageIconTextureName
57c6c7d0 mItemDataAvailability
08e2e7c5 mItemDataBuild
d92888a0 mItemDataClient
ceaabb75 mItemDataModifiable
cd135fab mItemGrId
5c84dd53 mItemGroupId
72d02fc7 mItemGroups
6acf73f0 mItemHotKeyDisabledColor
f5e247a9 mItemHotKeyEnabledColor
c5ab66ca mItemId
d4264ecf mItemIdRangeMaximum
f0945129 mItemIdRangeMinimum
e5d2b53b mItemIds
aa92750f mItemList
fdc67b5a mItemMatrix
c77333d3 mItemModifierId
b6188f47 mItemModifiers
efe3382d mItemPages
48bbd030 mItemPath
2b0ceaac mItemPriceMinimum
5e2dd814 mItemPurchaseModifierId
0d573436 mItemPurchaseModifiers
1363db14 mItemPurchased
bde53428 mItemRecommendationContexts
d29cb5e0 mItemScript
9cb8746b mItemSellQueueTime
9626eae3 mItemShopData
746ef2cd mItemTexturePath
0c621bc7 mItemVoGroupHash
b12ced9c mItems
5a07043c mJointList
f30af80f mJointName
ac70ab62 mJointNameToOverride
f6e6d893 mJointNameToSnapTo
dc841418 mJointToOverrideIdx
350f93a3 mJointToSnapToIdx
3f9e9f81 mJunglePlantColor
8a535919 mKeepMaxScale
4fa72ba7 mKey
9c3a66ad mKeyFrames
3036b1a4 mKeyName
9f22b137 mKeywordWhenAcquired
970f6a93 mKillAdvantageCompareOp
ded5a600 mKillEvent
762a4468 mKillExistingMinions
f22d9503 mKillWards
ee84dd0a mKillerBlurPassCount
4b840ff9 mKillerColorFactor
eef9cf66 mKillerSize
c5e20b46 mLabel
8ab5077b mLanes
82a5ecad mLayer
e1dcc838 mLcuAssetFileMap
191799c5 mLeagueClientDescLocalizationKey
5f1c4838 mLeftButtonDefinition
86d9f9d5 mLeftClickSpellAction
2568dc28 mLegacySummonerSpells
1fa6a484 mLength
6bdbac58 mLerpTime
46e21483 mLethalityPercentGivenAtLevel0
3ff9553a mLethalityRatioFromAttacker
e61c36cc mLethalityRatioFromTarget
4d294399 mLethalityScalesCapsAtLevel
909be896 mLethalityScalesToLevel
a77654ae mLevel
ad62f672 mLevel1Value
41cec662 mLevelDifferenceExperienceMultiplier
02c607aa mLevelScripts
1831992d mLevelText
47519f02 mLevelUpColor
2d7a4834 mLevelUpTransitionData
e73465cb mLifetime
3443e123 mLifetimeMax
cd56ff90 mLineDragLength
b87b7225 mLineEndTextureHeight
c87d6eed mLineEndTextureName
fa90078a mLineEndTextureWidth
e2bc5056 mLineMissileEndsAtTargetPoint
fb62e683 mLineMissileTargetHeightAugment
36993654 mLineMissileTrackUnits
8dbc0465 mLineMissileTrackUnitsAndContinues
3201a496 mLineTextureName
65da75ef mLineTextureWidth
1a24e25e mLineWidth
80421706 mLinearVelocity
1af7caac mLinkedTraits
ae6437ed mListGridPostfix
406abd0c mListGridPrefix
69d8c4f7 mListGridSeparator
1ba20390 mListNames
3b1802e2 mListStyles
5ed28d40 mListTypeChoices
00cd8f78 mListValueSeparator
91ed07c9 mLists
dbe2e42d mLoadFromContentIds
d0bbdce0 mLoadScreen
64b22831 mLoadScreenTipConfiguration
564eb981 mLoadingScreenAnchor
9d6a47f4 mLoadingScreenBackground
0cfd78f8 mLoadingScreenData
b0266352 mLoadingScreenScale
8287f8ab mLoadingSpinnerFrames
17140dfc mLoadingSpinnerRows
6251ca54 mLoadingSpinnerSpeed
102bc210 mLoadoutCategory
5d50f6bd mLoadoutProperties
0381f7e2 mLocKeys
8712ac79 mLocalPlayerHealthComparison
fa870fed mLocalSpaceSourceOffset
ce1e03e5 mLocalSpaceTargetOffset
2f86a0c0 mLocalizationKey
0c7d1fe6 mLockCurrentValues
e79da182 mLockMeshToAttachment
77fcabbb mLockedCameraEasingDistance
ef392699 mLockedSpellOriginationCastId
24274dcd mLockedToolTipTraKey
a04b3023 mLogCombatEvents
71e13ff8 mLogoPath
20171480 mLolToggles
ff81b9ad mLollipopAreaRadiusBegin
5239d3fd mLollipopAreaRadiusEnd
a1ed05f5 mLongDescLocalizationKey
948bb970 mLookAtPolicy
6cbcc2ea mLooping
625e50ec mLossOfControlIndicator
b30e3de6 mLossStreaks
c65cbd16 mLowHealthFlashDuration
7bcc34de mLowHealthFlashOpacityStrength
e9dab575 mLowHealthFlashThresholdPercentage
99042065 mMagicShieldColor
f83e2b67 mMagicShred
7d8fa230 mMajorActiveItem
b6cfa142 mMajorActiveItemToEnable
c0d42723 mMajorChangePatchVersion
ed6ca0ed mManaIconKey
e98218bf mManaScalingTagKey
960efd81 mMapContainerLink
b4f470f3 mMapId
5ccd1980 mMapIds
56d65eed mMapLocators
e1281da0 mMapObjectsCfg
1b0063a4 mMapObjectsMob
6ee4fd8d mMapStringIdInclusions
a068a934 mMarkedIndicatorColor
a81a9ac7 mMarkerEvents
0f15307e mMarkerNames
21465638 mMaskData
79b21d80 mMaskDataList
de04746e mMaskDataMap
0359739b mMaskDataName
af12c6b8 mMass
2a1560ed mMasteryLevel
85ece221 mMaterial
7ef6cdc8 mMaxAddedPerFrame
58cae4d0 mMaxAmmo
88726067 mMaxAmplitude
93b7fa73 mMaxBoneAngle
9446931d mMaxFloatingTextItems
b3ef371f mMaxGroupOwnable
83e32922 mMaxHealthMicroTicks
40597a5e mMaxHealthTicks
2e545aa8 mMaxHighlightTargets
307b0406 mMaxOccurences
7b72e9c8 mMaxPercentageForMostReadHealth
fd39cb94 mMaxScale
e3c3f079 mMaxSlope
ef7f4569 mMaxSpeed
647c1dc9 mMaxUnits
833f062d mMaxVal
5f902917 mMaxValue
05bf80ef mMaxVelocityContribution
b4815c89 mMaxXBottom
3ff96f6d mMaxXTop
507f1350 mMaximumDeltasToStack
71c4a90d mMaximumDistance
a855434b mMaximumDynamicScale
ed25564b mMaximumModifierInstancesToBeActive
f0b9f188 mMaximumReductionPercent
b76209f0 mMaximumStreakLength
06820f84 mMaximumSummonerLevel
e1073fd6 mMaximumTerrainWallsToSkip
8e4072cd mMegaTickAlpha
242a0c76 mMegaTickTextureUvs
022c0b63 mMegaTickThickness
0d89732d mMesh
8c41a32e mMeshName
90595a15 mMeshSkeletonName
a780452f mMicroTickAlpha
9044fb0e mMicroTickHeight
6b6f3be9 mMicroTickThickness
e7ea477f mMidHorizontalScaling
e2064da9 mMinRemainingTime
d961112e mMinScale
c8847abf mMinSpeed
749eab2b mMinUnits
b21e8d4b mMinVal
5154196d mMinValue
42fcf599 mMinimapBackgroundConfig
57841246 mMinimapIcon
3ecfeece mMinimapIconDisplayFlag
7e2571a5 mMinimapIconName
ba6f462c mMinimapIconRotation
3c695f5b mMinimumDisplayTime
f1a5c961 mMinimumDynamicScale
d4ddb76f mMinimumExperienceMultiplier
b4514426 mMinimumGapBetweenTerrainWalls
a847fd4d mMinimumModifierInstancesToBeActive
af41a3d2 mMinimumStreakLength
0d77f612 mMinimumSummonerLevel
9a691c6b mMinionAaHelperLimit
521166c4 mMinionAutoLeeway
72909e18 mMinionComparisonMultiplier
7e0fa1ff mMinionDeathDelay
9c387d89 mMinionName
778e2f95 mMissileBlockTriggersOnDestroy
385f990d mMissileBoneName
b6e574c8 mMissileClientExitFowPrediction
b1a9216b mMissileClientWaitForTargetUpdateBeforeMissileShow
decccc36 mMissileEffectEnemyKey
23edf4ac mMissileEffectEnemyName
8a3c40d8 mMissileEffectKey
f453a80a mMissileEffectName
0502bd8b mMissileEffectPlayerKey
7da88ad7 mMissileEffectPlayerName
a8ddb914 mMissileFollowsTerrainHeight
ac9252f3 mMissileLifetime
1121fc17 mMissilePerceptionBubbleRadius
6937eb5c mMissilePerceptionBubbleRevealsStealth
0df767db mMissileSpec
4f291685 mMissileTargetHeightAugment
f532cc20 mMissileTargeterDefinitions
084071f4 mMissileUnblockable
fc04e95d mMissileVisibleToOwnerTeamOnly
b43c852c mMissileWidth
c9d6661b mMissionBuffData
a0619baa mMissionFloatVars
9c194fdd mMissionIntVars
08f44eed mMissionStringVars
2b9e6c28 mMobileDownscaleData
ba589474 mMobileDragData
63c1cbf8 mMobileIconPath
22cf3deb mMobileSmallIconPath
ac59cf4b mMode
0eb2f919 mModeKeyName
bc476670 mModeName
b1cd460b mModeNameInclusions
7f93cf4e mModifiedGameCalculation
6afd07fe mModifiedGroup
68d2ec46 mModifiedIfBuildsFromItem
7ef84e70 mModifiedItem
b52623c8 mModifiedSpellCalculation
91b5e214 mModifierId
8acfbf7f mModifierIsInheritedByOwnedParentItems
d47359cc mMouseOverBlurPassCount
9e12a2ef mMouseOverColorFactor
ed149690 mMouseOverSize
b26a2782 mMoveHeight
e4e577b8 mMoveInterval
169231e2 mMoveProximity
713df012 mMoveRange
1f87eb90 mMultikillSize
9c6747bf mMultiline
2c77adff mMultiplier
61c4a9c7 mMultipliersRgb
fc718484 mMultipliersSaturation
0bec979a mMutator
ae7323cb mMutators
19efbfdb mName
391166bb mNameHash
4dec196c mNameText
f66a8ad3 mNameTraKey
7c6ab578 mNames
63242493 mNavigationMesh
00e4941d mNavigationPoints
c78c89b7 mNetworkChatColor
25dc6e0c mNeutralChatColor
f5a83426 mNeutralColor
0f35b975 mNeutralParams
8dc27f2d mNeutralTimersDisplay
e784e594 mNewSpellCastFlowToggles
d535afaf mNoEmoteWheelTexture
ca14c1a3 mNoPixelSnappingX
c914c010 mNoPixelSnappingY
9fa9f7cd mNoWinddownIfCancelled
f0d691e4 mNotificationsData
e202bca9 mNumber
0c73f2ea mNumberOfAllies
760558b0 mNumberOfCharacters
ab8e7852 mNumberOfPeriods
cd55b29a mNumberStyle
2fcb722d mNumberStyleBonus
74efd8a2 mNumberStyleBonusPercent
47d5552b mNumberStylePercent
b43f1aa2 mNumberStyleTotalAndCoefficient
1bbc3b13 mNumberStyleTotalAndCoefficientPercent
b482c52c mObjectName
1cbbc9a8 mObjectPath
95ac5b3d mObjectSkinFallbacks
0f422262 mOffValue
26dbcd4b mOffset
f20fdeef mOffsetInitialTargetHeight
4a3183d0 mOmwPingRangeCutoffs
62af1617 mOmwPingRanges
026f47ae mOnValue
28a4f9c5 mOnlyOnePointEach
7c698268 mOperator
152f84ad mOptionalBin
37ce297a mOptionalBins
4e1d4870 mOrder
39dc9bab mOrderAckSilenceRequirement
36bbf109 mOrderChatColor
2123c007 mOrderColor
b954ea8b mOrientRadiusTextureFromPlayer
9c77421a mOrigin
e41d25f6 mOutputMaxValue
f2c20ffc mOutputMinValue
176257a1 mOutputStrings
64a3af1d mOutputType
1db1ea09 mOverTimeForFlashSeconds
64b921c2 mOverlayIconPath
d55a37b5 mOverrideAttackTime
160232b1 mOverrideAutoattackCastTime
896946ba mOverrideAutoattackCastTimeCalculation
264e493b mOverrideBlendTimes
8a2ad6d8 mOverrideContexts
44430a2a mOverrideHeightAugment
5c597de4 mOverrideHeightSolver
fde2e93d mOverrideMovement
eaf5285d mOverrideRange
0dce8dc3 mOverrideSpec
ea4fde50 mOverrideSpellLevel
813a5f81 mOverrides
3536aa6a mOwnerTeamNetKillAdvantage
15412c63 mPage
c96c7aa8 mPageName
df5d42cd mPanelTransition
0aa94924 mParBar
1e2bc333 mParType
2ec3ba66 mParametricPairDataList
9fd90500 mParamsColorBlind
a2514093 mParamsDefault
e928ffc8 mParentEnchantmentGroup
76a79484 mParentEnchantmentId
4500cac4 mParentIndex
ebf2b2fa mParentItemId
839fa9ff mParentRepulsion
e449cc30 mParentScene
46144074 mPart1
4914452d mPart2
60645d6a mParticleEventDataPairList
fee87d39 mParticleName
850d4008 mParticleResourceResolver
6972767d mParticleStartOffset
ecaf7bbd mPartyChatColor
d313cbc5 mPbiTipDurationOnLoadingScreen
a5ab26c3 mPedestalId
0b058585 mPerLevelStatsFactor
fc8585d5 mPerLevelValues
5005a7a1 mPerPixelUvsX
df63e6ce mPerSlotCdrIsAdditive
93eb98a4 mPercentArmorMod
460c29eb mPercentArmorPenetrationMod
cbbd8442 mPercentAttackRangeMod
c5658c30 mPercentAttackSpeedMod
c1cd174b mPercentBaseHpRegenMod
65194e7c mPercentBonusArmorPenetrationMod
